id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
10288.json,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,president barack obama lost more members house more members senate than any president ever lost modern times,mostly-true,real,2,matthew-dowd,independent,elections,1.0,0.0,6.0,0
3143.json,President Barack Obama supports immigration amnesty.,president barack obama supports immigration amnesty,half-true,nuanced,1,paul-broun,republican,immigration,0.2778,0.5,18.0,1
4401.json,Says the federal government is the largest energy user in the country.,federal government largest energy user country,true,real,2,rob-portman,republican,energy,0.7097,0.1935,31.0,1
12233.json,Tax dodging costs developing countries $200 billion every year.,tax dodging costs developing countries billion every year,half-true,nuanced,1,actionaid-k,none,"legal-issues,taxes",1.0,0.0,2.0,0
2207.json,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.",border security plan sens mccain kyl called additional troops keep safe president obama hell send,half-true,nuanced,1,john-mccain,republican,"homeland-security,immigration,message-machine",0.4658,0.3219,146.0,1
4406.json,"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.",sherrod brown stood side side president barack obama presiding over most rapid increase debt over last years hurtling toward worst jobs record modern era,half-true,nuanced,1,national-republican-senatorial-committee,republican,"deficit,economy,jobs",0.3,0.3333,30.0,1
11470.json,Georgia has the highest flu activity in the country.,georgia highest flu activity country,mostly-true,real,2,centers-disease-control,none,"drugs,health-care,public-health,states",1.0,0.0,1.0,0
5986.json,Says one in four women and one in seven men have been victims of domestic violence in their lifetime.,one four women one seven men victims domestic violence lifetime,true,real,2,suzanne-bonamici,democrat,"crime,women",0.0,1.0,4.0,1
4669.json,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",during sherrod browns past decade politician more than one out every four jobs left america left ohio sherrod brown own these horrendous ohio job numbers next year,half-true,nuanced,1,josh-mandel,republican,"economy,job-accomplishments,jobs",0.375,0.4583,24.0,1
4501.json,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,romney touted massachusetts health plan nation hardcover book then deleted paperback edition,barely-true,nuanced,1,rick-perry,republican,health-care,0.4545,0.3357,143.0,1
6651.json,The auditor [for the city of Providence] was not locked out of access to the citys finances.,auditor city providence not locked out access citys finances,barely-true,nuanced,1,david-cicilline,democrat,"city-budget,city-government,debt,deficit,economy,job-accomplishments,legal-issues,transparency",0.4286,0.2381,21.0,1
10559.json,Says he often appeared on The OReilly Factorand often was praised byBillOReilly.,often appeared oreilly factorand often praised bybilloreilly,half-true,nuanced,1,david-corn,democrat,ethics,1.0,0.0,1.0,1
8289.json,There are more guns than there are people in the United States.,there more guns than there people united states,half-true,nuanced,1,eleanor-holmes-norton,democrat,guns,1.0,0.0,1.0,1
11155.json,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.",since took office wisconsin now highest health care quality ranking country,half-true,nuanced,1,scott-walker,republican,"health-care,job-accomplishments",0.48,0.3467,150.0,1
9614.json,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,obama administration suing wisconsin company forcing employees speak english,barely-true,nuanced,1,blog-posting,none,"labor,workers",0.1026,0.8077,78.0,0
9861.json,"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.",mcdonalds hamburgers only percent real beef other percent meat filler cleansed ammonia which causes stomach intestinal cancer,pants-fire,fake,0,facebook-posts,none,food-safety,0.2766,0.5745,94.0,0
11622.json,"The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction, but to fight terrorism, it has less than two dozen people focusing on countering violent extremism at home.",united states irs agents making sure dont take improper charity deduction fight terrorism less than two dozen people focusing countering violent extremism home,barely-true,nuanced,1,martha-mcsally,republican,"homeland-security,taxes,terrorism",0.0,0.0,1.0,1
555.json,"Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.",throughout time elected office barack obama taken multiple positions banning handguns handgun ban,half-true,nuanced,1,john-mccain,republican,guns,0.4658,0.3219,146.0,1
1260.json,"The Obama White House is renaming Christmas trees ""holiday trees.""",obama white house renaming christmas trees holiday trees,pants-fire,fake,0,chain-email,none,religion,0.0756,0.8605,172.0,0
7304.json,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,paul ryan scott walker scott walker paul ryan ticket white house unconstitutional because both men live wisconsin,false,fake,0,internet-commenters,none,elections,0.0,1.0,2.0,0
8255.json,One out of every three students currently today is ready for college before they go there.,one out every three students currently today ready college before there,false,fake,0,will-weatherford,republican,education,0.5833,0.25,12.0,1
9111.json,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,todays marijuana percent percent more potent than pot yesteryear,true,real,2,heidi-heilman,activist,"drugs,marijuana,recreation,science",0.0,0.0,0.0,0
949.json,"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.",just one month democrats spent more than president bush spent seven years war iraq war afghanistan hurricane katrina combined,false,fake,0,mitch-mcconnell,republican,"afghanistan,federal-budget,iraq",0.48,0.24,25.0,1
8123.json,"Texas women make an average of $8,355 less per year than men doing the very same job.",texas women make average less per year than men doing very same job,barely-true,nuanced,1,wendy-davis,democrat,"economy,jobs,women,workers",0.7407,0.0741,27.0,1
232.json,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.",i'm prolife i'm not going apologize becoming prolife ronald reagan followed same course henry hyde george herbert walker bush i'm proud prolife,half-true,nuanced,1,mitt-romney,republican,abortion,0.517,0.2898,176.0,1
4575.json,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.,not single segment proposed beltline intersects marta system marta stations,false,fake,0,eva-galambos,none,transportation,0.0,1.0,1.0,0
3499.json,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",patient protection affordable care act adopted last year contains series slush funds set stay books automatically little oversight,pants-fire,fake,0,john-boehner,republican,health-care,0.2885,0.4615,52.0,1
10262.json,Wisconsin is below the national average in wage growth and job growth.,wisconsin below national average wage growth job growth,true,real,2,chuck-todd,none,"economy,income,job-accomplishments,jobs,workers",1.0,0.0,2.0,0
9288.json,"Roughly 500,000 Georgians -- or about 5 percent of the states residents -- have gone through a background check to legally obtain a Georgia weapons carry license.",roughly georgians about percent states residents gone through background check legally obtain georgia weapons carry license,mostly-true,real,2,nathan-deal,republican,guns,0.6111,0.1389,36.0,1
9958.json,"Under Scott Walker, right now, were 46th in the country in terms of new businesses started.",under scott walker right now country terms new businesses started,mostly-true,real,2,mary-burke,democrat,"economy,job-accomplishments,jobs,small-business",0.5938,0.25,32.0,1
4238.json,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",sen luther olsen recall opponent supported sale state owned power plants not highest bidder biggest donors oversight,barely-true,nuanced,1,fred-clark,democrat,"energy,state-budget",0.6667,0.0,3.0,1
11253.json,"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed.",million people out work look jobs give all sudden statistically theyre considered employed,false,fake,0,donald-trump,republican,"economy,jobs",0.2699,0.5368,326.0,1
11257.json,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",wealthiest nations only one doesnt provide basic health coverage,true,real,2,dan-gecker,democrat,health-care,0.0,1.0,1.0,1
9558.json,"13 percent of Americans, the lowest ever, are without health care.",percent americans lowest ever without health care,half-true,nuanced,1,donny-deutsch,none,"health-care,polls,public-health",1.0,0.0,1.0,0
7059.json,Says Romney supported a law that could have made most common forms of birth control illegal.,romney supported law made most common forms birth control illegal,false,fake,0,florida-democratic-party,democrat,"abortion,sexuality",0.4286,0.3333,21.0,1
4768.json,No other public or private business in America except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance.,other public private business america except postal service must fund percent employee retirement retirement health costs advance,mostly-true,real,2,sanford-bishop,democrat,"federal-budget,pensions",0.5,0.5,2.0,1
3225.json,The most significant driver of out-migration [from Rhode Island] is the estate tax.,most significant driver out migration rhode island estate tax,false,fake,0,ocean-state-policy-research-institute,organization,"economy,state-budget,states,taxes",0.0,1.0,3.0,0
9808.json,Congress is on vacation.,congress vacation,barely-true,nuanced,1,barack-obama,democrat,"congress,congressional-rules",0.6829,0.1691,473.0,1
5024.json,Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.,scott walkers school aid cuts devastating students without chairs government survey found kids classroom,false,fake,0,greater-wisconsin-political-fund,none,"education,state-budget",0.3636,0.3636,11.0,0
9272.json,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,attorney general eric holder recently revealed idea government gun owners wear special bracelets identify gun owner,false,fake,0,sarah-palin,republican,"government-regulation,guns",0.3061,0.5102,49.0,1
2402.json,Ed Schultz said Alan Grayson is what its all about.,schultz alan grayson what all about,true,real,2,alan-grayson,democrat,"message-machine,pundits",0.5556,0.2222,27.0,1
961.json,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,aig giving million retention payments people who being terminated,true,real,2,elijah-cummings,democrat,economy,0.0,0.0,0.0,1
11205.json,"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.",iran nuclear deal gets rejected still get billion,half-true,nuanced,1,donald-trump,republican,"foreign-policy,nuclear",0.2699,0.5368,326.0,1
13253.json,"New York State has been horribly, horribly hurt by NAFTA",new york state horribly horribly hurt nafta,barely-true,nuanced,1,donald-trump,republican,trade,0.2699,0.5368,326.0,1
217.json,"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.",every single illegal immigrant family country costs costs infrastructural costs pay about taxes,barely-true,nuanced,1,tom-tancredo,republican,immigration,0.25,0.5,8.0,1
9636.json,Im running the second-largest county district attorneys office at 1985 staffing levels.,running second largest county district attorneys office staffing levels,half-true,nuanced,1,ismael-ozanne,democrat,"county-government,crime,criminal-justice,government-efficiency,job-accomplishments",1.0,0.0,1.0,1
13462.json,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,nytimes states today djt believes more countries acquire nuclear weapons how dishonest never,false,fake,0,donald-trump,republican,nuclear,0.2699,0.5368,326.0,1
11515.json,"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.",cnbc debate supposed three hours renegotiated down two hours,barely-true,nuanced,1,donald-trump,republican,debates,0.2699,0.5368,326.0,1
3781.json,"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.",bring enough tax revenue service debt pay medicare medicaid social security then still about billion billion left over,half-true,nuanced,1,amy-kremer,tea-party-member,"deficit,federal-budget,medicare,social-security,taxes,colbert-report",0.5,0.5,2.0,0
9860.json,"McDonalds workers in Denmark have a union. Earn $45,000/year.",mcdonalds workers denmark union earn year,mostly-true,real,2,other-98,democrat,"income,jobs,workers",0.5,0.0,2.0,1
11120.json,"Since 2009, weve cut homelessness (among veterans) by a third.",since weve cut homelessness among veterans third,mostly-true,real,2,barack-obama,democrat,"housing,veterans",0.6829,0.1691,473.0,1
2933.json,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,cost saving measures put into place columbia hca drove down national health care inflation seven years,pants-fire,fake,0,rick-scott,republican,health-care,0.5538,0.2308,130.0,1
8080.json,We have no idea what is contained in [electronic cigarette] vapor.,idea what contained electronic cigarette vapor,false,fake,0,teresa-tanzi,democrat,"children,consumer-safety,government-regulation,legal-issues,public-health",0.0,1.0,1.0,1
5647.json,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,new estimates congressional budget office conclude final price tag health care law exceed trillion more than double what initially reported,false,fake,0,frank-lobiondo,republican,health-care,0.0,1.0,1.0,1
11881.json,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,saysruben kihuen only managed minority get one bill passed out eight introduced during legislative session,mostly-true,real,2,lucy-flores,democrat,candidates-biography,1.0,0.0,1.0,1
11835.json,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,true picture milwaukees renaissance after years mayor tom barretts leadership,pants-fire,fake,0,bob-donovan,none,"city-government,housing,poverty,public-safety,urban",0.5,0.5,2.0,0
3135.json,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,president barack obama revealed state union address now against earmarks,mostly-true,real,2,rand-paul,republican,federal-budget,0.55,0.275,40.0,1
6385.json,Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.,guns murdered more americans here home recent years than died battlefields iraq afghanistan,half-true,nuanced,1,frank-lautenberg,democrat,guns,0.6,0.0,5.0,1
2921.json,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.,there polls showing right now american people most part think bad idea provide tax cuts wealthy,mostly-true,real,2,barack-obama,democrat,taxes,0.6829,0.1691,473.0,1
2003.json,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.",texas state reps dan branch jim pitts lieutenants house speaker joe straus helping democrat ellen cohen against republican challenger doing events district,half-true,nuanced,1,david-barton,republican,bipartisanship,0.75,0.0,4.0,1
5886.json,Says he did not vote for Nancy Pelosi for speaker of the House.,not vote nancy pelosi speaker house,barely-true,nuanced,1,joe-donnelly,democrat,voting-record,0.0,0.0,1.0,1
11279.json,Unions did not create the eight-hour work day and the 40-hour work week. Henry Ford did.,unions not create eight hour work day hour work week henry ford,barely-true,nuanced,1,viral-image,none,"history,jobs,labor",0.1071,0.7143,28.0,0
228.json,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.,five percent americans pay over half income taxes country forty percent americans pay income taxes all,true,real,2,fred-thompson,republican,taxes,0.5455,0.3636,11.0,1
4241.json,"As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.",percentage gross domestic product defense budget remains just percent figure low all historical standards,mostly-true,real,2,randy-forbes,republican,"deficit,federal-budget,military",0.875,0.0,8.0,1
10533.json,"Last year, we saw the first reduction in the federal prison population in 32 years.",last year saw first reduction federal prison population years,true,real,2,eric-holder,democrat,"corrections-and-updates,crime,criminal-justice",1.0,0.0,1.0,1
2486.json,It takes as much energy to make a solar panel as it likely generates in its entire life.,takes much energy make solar panel likely generates entire life,pants-fire,fake,0,jd-alexander,republican,"energy,environment",0.5,0.5,4.0,1
5020.json,Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,america spends over percent gdp health care costs when closest competitor nations spending about,true,real,2,cory-booker,democrat,"economy,health-care",0.7143,0.2857,14.0,1
7000.json,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.,connecticuts take slot machines cents dollar states take table games zero,true,real,2,diane-hurley,business-leader,"economy,gambling,state-budget,state-finances",0.0,0.0,0.0,0
2282.json,Bill Lynch told three lies in ten seconds,bill lynch told three lies ten seconds,mostly-true,real,2,anthony-gemma,democrat,"campaign-finance,candidates-biography",0.4,0.6,5.0,1
9498.json,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,milwaukee county sheriff david clarke deputies collecting overtime while sitting passively chairs watching courthouse security personnel work,mostly-true,real,2,john-chisholm,democrat,"county-budget,county-government,crime,criminal-justice",1.0,0.0,1.0,1
12675.json,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,independent analysts say donald trump add trillion national debt,half-true,nuanced,1,hillary-clinton,democrat,"debt,deficit,economy",0.6561,0.1629,221.0,1
503.json,Sen. Obama has been to Iraq once.,sen obama iraq once,true,real,2,john-mccain,republican,iraq,0.4658,0.3219,146.0,1
8129.json,Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.,unemployment rise throughout wisconsin paul ryan stepped advocacy immigration increases,barely-true,nuanced,1,federation-american-immigration-reform,organization,"economy,immigration,jobs",0.5,0.0,2.0,0
13124.json,"Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.",donald trump one people who rooted housing crisis back gee hope collapse because then buy some make some money,mostly-true,real,2,hillary-clinton,democrat,"economy,history,housing,market-regulation",0.6561,0.1629,221.0,1
996.json,"The Geneva Convention did not apply, until 2005, to the war on terror.",geneva convention not apply until war terror,half-true,nuanced,1,lindsey-graham,republican,military,0.6,0.2,10.0,1
10766.json,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,money clinton foundation took foreign governments while hillary clinton secretary state clearly illegal constitution cant take stuff,barely-true,nuanced,1,newt-gingrich,republican,foreign-policy,0.4167,0.3611,72.0,1
160.json,Dodd brought both parties together to pass the Family and Medical Leave Act.,dodd brought both parties together pass family medical leave act,true,real,2,chris-dodd,democrat,job-accomplishments,1.0,0.0,6.0,1
3854.json,Planned Parenthood raked in more than $300 million in profits over the past four years.,planned parenthood raked more than million profits over past four years,barely-true,nuanced,1,marjorie-dannenfelser,newsmaker,abortion,0.0,0.0,1.0,0
5123.json,Mitt Romney has 15 homes.,mitt romney homes,false,fake,0,winning-our-future,none,"candidates-biography,message-machine-2012",0.5,0.25,8.0,0
6391.json,Says Romney would add trillions to the deficit while Obama would cut the deficit by $4 trillion.,romney add trillions deficit while obama cut deficit trillion,half-true,nuanced,1,barack-obama,democrat,"corrections-and-updates,debt,federal-budget,message-machine-2012",0.6829,0.1691,473.0,1
9347.json,"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.",canadian middle class incomes now higher than united states working fewer hours more pay living longer average facing less income inequality,mostly-true,real,2,hillary-clinton,democrat,"health-care,income,labor",0.6561,0.1629,221.0,1
8745.json,The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.,obama administration used espionage act after whistleblowers who leaked journalists more than all previous administrations combined,true,real,2,jake-tapper,journalist,"crime,homeland-security,legal-issues",1.0,0.0,1.0,0
11934.json,"In Sauk City, Wisconsin, the ID office that provides identification for voting is only open on the fifth Wednesday of every month -- a total of four days in 2016.",sauk city wisconsin office provides identification voting only open fifth wednesday every month total four days,mostly-true,real,2,john-oliver,none,"civil-rights,elections,states,transportation",1.0,0.0,6.0,0
4986.json,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",nevada recently ranked unemployment foreclosures violent crime personal bankruptcy divorce,true,real,2,florida-chamber-commerce,none,gambling,0.6,0.4,5.0,0
2259.json,Republican candidate for Georgia governor dabbled in birther conspiracy theories.,republican candidate georgia governor dabbled birther conspiracy theories,mostly-true,real,2,liberal-bloggers,democrat,obama-birth-certificate,1.0,0.0,1.0,1
8559.json,"Says New Jersey has gained 143,000 new private-sector jobs.",new jersey gained new private sector jobs,true,real,2,chris-christie,republican,jobs,0.5679,0.3086,81.0,1
1092.json,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,obama administration spent millions taxpayer dollars roadside signs tout economic stimulus,half-true,nuanced,1,robert-bennett,republican,"economy,stimulus,transportation",1.0,0.0,1.0,1
1728.json,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,links jailed lobbyist jack abramoff rep bill young,pants-fire,fake,0,charlie-justice,democrat,"candidates-biography,elections,message-machine",0.5,0.5,2.0,1
7536.json,Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,wall street megabanks received bailouts now get taxpayer funded advantages not available community banks ohio,half-true,nuanced,1,sherrod-brown,democrat,financial-regulation,0.619,0.2381,21.0,1
10174.json,"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion.",rick scott spent tax dollars upgrading governors mansion,half-true,nuanced,1,charlie-crist,democrat,"government-efficiency,housing",0.6,0.1692,65.0,1
5979.json,Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,prince william county cut violent crime half since instituting crackdown illegal immigration,barely-true,nuanced,1,corey-stewart,republican,"crime,immigration",0.0,0.3333,3.0,1
3876.json,Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,ohio consumers council office employs lawyers funding wasteful duplication,pants-fire,fake,0,bill-batchelder,republican,"government-efficiency,state-budget",0.3333,0.6667,6.0,1
10755.json,"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.",americans spend more taxes than food clothing housing combined,half-true,nuanced,1,scott-walker,republican,"federal-budget,state-budget,taxes",0.48,0.3467,150.0,1
4635.json,I dont think Ive ever hired an illegal in my life.,dont think ive ever hired illegal life,barely-true,nuanced,1,mitt-romney,republican,immigration,0.517,0.2898,176.0,1
6770.json,Says Obama sent $450 million to China to build a wind farm in Texas.,obama sent million china build wind farm texas,pants-fire,fake,0,americans-tax-reform,none,"china,jobs,message-machine-2012,stimulus",0.2857,0.1429,7.0,0
7185.json,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.,portland childrens levy holds administrative expenses less than percent,true,real,2,dan-saltzman,democrat,"children,city-government",0.0,0.0,0.0,1
6808.json,"George Allen voted to end Pell Grants for 84,000 students.",george allen voted end pell grants students,mostly-true,real,2,tim-kaine,democrat,education,0.7317,0.0732,41.0,1
8659.json,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,school children earn higher grades studying islam under new nationwide muslim outreach program announced president barack obama,pants-fire,fake,0,blog-posting,none,"education,islam",0.1026,0.8077,78.0,0
11311.json,Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,amajority men women stage previously publicly embraced amnesty only candidate stage who never supportedamnesty,mostly-true,real,2,ted-cruz,republican,immigration,0.3063,0.3694,111.0,1
10679.json,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.",despite raising taxes wealthy hiking minimum wage minnesota creating jobs record pace unemployment historic low median income skyrocketing state billion dollar surplus,half-true,nuanced,1,occupy-democrats,organization,"economy,income,jobs,state-budget",0.3333,0.6667,12.0,0
8417.json,We went from $160 billion deficit spending in (President George W.) Bushs last year to $1.6 trillion the following year.,went billion deficit spending president george bushs last year trillion following year,barely-true,nuanced,1,louie-gohmert,republican,"debt,deficit,economy,federal-budget",0.1,0.7,10.0,1
5264.json,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,proposed mine wisconsin about two thirds size lake winnebago,barely-true,nuanced,1,penny-bernard-schaber,democrat,"environment,water",0.0,0.0,1.0,1
7116.json,Says President Barack Obama did not come into office with the economy in a free fall.,president barack obama not come into office economy free fall,half-true,nuanced,1,ron-johnson,republican,economy,0.4878,0.1707,41.0,1
3389.json,"Says Rick Scotts proposed budget would lay off 20,000 teachers.",rick scotts proposed budget lay off teachers,half-true,nuanced,1,rod-smith,democrat,"education,state-budget",0.6667,0.3333,3.0,1
4758.json,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,bill supported gov scott walker makes drunk drivers who kill easier time,barely-true,nuanced,1,state-democratic-party-wisconsin,democrat,"Alcohol,legal-issues",0.1739,0.6087,23.0,1
4222.json,There are no tax increases in this debt limit bill. Period.,there tax increases debt limit bill period,mostly-true,real,2,eric-cantor,republican,"federal-budget,taxes",0.2963,0.3704,27.0,1
2960.json,[State Rep. Doug McKillips] donors deserve a refund.,state rep doug mckillips donors deserve refund,false,fake,0,jane-kidd,democrat,"campaign-finance,elections",0.5,0.5,2.0,1
10581.json,"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets.",sayspresident obama using executive actions impose gun control nation targeting top selling rifle country ban one most used assault rifle bullets,barely-true,nuanced,1,paul-bedard,republican,guns,0.0,0.0,1.0,1
5421.json,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state.",without senate action texas more federal judicial vacancies year than any other state,barely-true,nuanced,1,progress-texas,none,"criminal-justice,states",0.1667,0.3333,6.0,0
8591.json,On changing the rules for filibusters on presidential nominees,changing rules filibusters presidential nominees,false,fake,0,mitch-mcconnell,republican,congressional-rules,0.48,0.24,25.0,1
12930.json,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,gonzales losing campaign against last spring funded more than million supporters allies governor bruce rauner,barely-true,nuanced,1,michael-madigan,democrat,campaign-finance,0.5,0.0,2.0,1
2882.json,Over half of the foreign-born population in Rhode Island is white.,over half foreign born population rhode island white,half-true,nuanced,1,steven-brown,newsmaker,"census,immigration",1.0,0.0,1.0,0
6698.json,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",after hearing frustrations parents teachers fcat next year begin improving testing system,half-true,nuanced,1,rick-scott,republican,economy,0.5538,0.2308,130.0,1
1068.json,"Every year tobacco kills more Americans than did World War II more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",every year tobacco kills more americans than world war more than aids cocaine heroin alcohol vehicular accidents homicide suicide combined,true,real,2,george-will,columnist,consumer-safety,0.3636,0.3182,22.0,0
7035.json,"We borrow $4 billion every single day, much of it from China.",borrow billion every single day much china,half-true,nuanced,1,clint-eastwood,newsmaker,"china,debt,economy,federal-budget,foreign-policy,message-machine-2012",1.0,0.0,1.0,0
7516.json,"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.",there million jobs sitting vacant part because there arent enough qualified applicants fill,mostly-true,real,2,virginia-foxx,republican,"economy,jobs",0.5,0.5,2.0,1
9226.json,"Last election, the Koch brothers spent three times what the top 10 unions spent combined.",last election koch brothers spent three times what top unions spent combined,half-true,nuanced,1,doonesbury,none,campaign-finance,1.0,0.0,6.0,0
8777.json,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,obama unilaterally announced delaying employer mandate through blog post mid level bureaucrat department treasury,mostly-true,real,2,ted-cruz,republican,"corrections-and-updates,health-care,legal-issues,taxes",0.3063,0.3694,111.0,1
525.json,"John McCain says he never supported the privatization of Social Security, even though video shows he did.",john mccain never supported privatization social security even though video shows,half-true,nuanced,1,democratic-national-committee,none,social-security,0.6429,0.0714,28.0,0
12198.json,Say Bernie Sanders won Nevada after all.,say bernie sanders won nevada after all,false,fake,0,blog-posting,none,elections,0.1026,0.8077,78.0,0
2846.json,"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.",because sen elect ron johnsons leadership senate republicans adopted caucus ban earmarks,mostly-true,real,2,republican-party-wisconsin,republican,"federal-budget,job-accomplishments",0.4167,0.25,12.0,1
3061.json,"Every dropout costs us $72,000 for the life of that person.",every dropout costs life person,half-true,nuanced,1,robert-flanders,state-official,"economy,education,taxes",1.0,0.0,1.0,0
12843.json,Says Donald Trump is going to go out and carpet bomb the Middle East.,donald trump going out carpet bomb middle east,false,fake,0,joe-biden,democrat,"foreign-policy,human-rights,iraq,military,terrorism",0.5968,0.2258,62.0,1
8001.json,"Most Americans want traditional marriage, as defined by the Defense of Marriage Act.",most americans want traditional marriage defined defense marriage act,barely-true,nuanced,1,bill-johnson,republican,"families,gays-and-lesbians",0.0,0.3333,3.0,1
